text,subject
The Industrial Revolution began in the late 18th century and transformed societies. : Refer to the chart above. (Ref: 100),History
Punctuate the following sentence correctly: although it was raining we went outside. : Explain briefly. (Ref: 96),English
Identify the main theme of the story and explain its significance. ? Discuss with examples. (Ref: 15),English
Atoms are the basic building blocks of matter. . How do we use this in real life? (Ref: 8),Science
A linear equation is an equation between two variables that gives a straight line when plotted. : How do we use this in real life? (Ref: 91),Maths
Use historical context to interpret the meaning of the speech in the given text. ; How do we use this in real life? (Ref: 57),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Explain briefly. (Ref: 68),History
Identify the main theme of the story and explain its significance. . Refer to the chart above. (Ref: 49),English
The Industrial Revolution began in the late 18th century and transformed societies. : Explain briefly. (Ref: 63),History
Speed is calculated by dividing distance by time. ; How do we use this in real life? (Ref: 39),Science
Shakespeare’s history plays often reflect the political issues of his time. ? Explain briefly. (Ref: 42),English
Atoms are the basic building blocks of matter. ; Refer to the chart above. (Ref: 21),Science
"Identify the main theme of the story and explain its significance. , How do we use this in real life? (Ref: 35)",English
Identify the main theme of the story and explain its significance. : Refer to the chart above. (Ref: 88),English
"The area of a circle is given by πr^2. Calculate the area when r = 5. , Refer to the chart above. (Ref: 35)",Maths
Punctuate the following sentence correctly: although it was raining we went outside. : Refer to the chart above. (Ref: 58),English
A linear equation is an equation between two variables that gives a straight line when plotted. : How do we use this in real life? (Ref: 7),Maths
"Discuss how historical events influence literary themes, using war poetry as an example. , Discuss with examples. (Ref: 60)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? How do we use this in real life? (Ref: 53),History
Atoms are the basic building blocks of matter. ? Refer to the chart above. (Ref: 67),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Include key facts. (Ref: 74),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; How do we use this in real life? (Ref: 73),Maths
"The human heart has four chambers and pumps blood throughout the body. , Refer to the chart above. (Ref: 11)",Science
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ? Why is this important? (Ref: 41),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Include key facts. (Ref: 58),Maths
Explain the causes and effects of World War I. : Explain briefly. (Ref: 18),History
Identify the main theme of the story and explain its significance. ? Refer to the chart above. (Ref: 69),English
Punctuate the following sentence correctly: although it was raining we went outside. ? How do we use this in real life? (Ref: 63),English
Speed is calculated by dividing distance by time. : Refer to the chart above. (Ref: 54),Science
Explain the function of mitochondria in a cell. . Refer to the chart above. (Ref: 88),Science
Explain the function of mitochondria in a cell. ? Why is this important? (Ref: 1),Science
Use historical context to interpret the meaning of the speech in the given text. ? Why is this important? (Ref: 75),English
Explain the causes and effects of World War I. ? Refer to the chart above. (Ref: 53),History
Shakespeare’s history plays often reflect the political issues of his time. ; How do we use this in real life? (Ref: 59),English
"Speed is calculated by dividing distance by time. , Refer to the chart above. (Ref: 16)",Science
The Industrial Revolution began in the late 18th century and transformed societies. : Explain briefly. (Ref: 31),History
Explain the function of mitochondria in a cell. : Discuss with examples. (Ref: 78),Science
"Graph the rate of a chemical reaction over time and explain the curve. , How do we use this in real life? (Ref: 74)",Maths
"Explain the function of mitochondria in a cell. , Explain briefly. (Ref: 45)",Science
"An acid reacts with a base to produce salt and water. This is called a neutralization reaction. , How do we use this in real life? (Ref: 3)",Science
Graph the rate of a chemical reaction over time and explain the curve. . Refer to the chart above. (Ref: 40),Maths
Shakespeare’s history plays often reflect the political issues of his time. . Why is this important? (Ref: 43),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : Discuss with examples. (Ref: 26),Maths
Shakespeare’s history plays often reflect the political issues of his time. ? Include key facts. (Ref: 96),English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. ; Why is this important? (Ref: 45),Science
Explain the causes and effects of World War I. : Discuss with examples. (Ref: 38),History
Use historical context to interpret the meaning of the speech in the given text. ? Include key facts. (Ref: 68),English
Speed is calculated by dividing distance by time. ? Include key facts. (Ref: 43),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Why is this important? (Ref: 35),Maths
"Water boils at 100°C under normal atmospheric pressure. Explain why this happens. , Refer to the chart above. (Ref: 74)",Science
Use historical context to interpret the meaning of the speech in the given text. ; Explain briefly. (Ref: 53),English
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. : Discuss with examples. (Ref: 55),Science
Solve for x: 2x + 3 = 11. : How do we use this in real life? (Ref: 85),Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; How do we use this in real life? (Ref: 45),Maths
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . How do we use this in real life? (Ref: 41),Science
"The periodic table is organized by increasing atomic number. , Include key facts. (Ref: 36)",Science
"The Industrial Revolution began in the late 18th century and transformed societies. , Explain briefly. (Ref: 75)",History
"Discuss how historical events influence literary themes, using war poetry as an example. , Refer to the chart above. (Ref: 42)",English
"Discuss how historical events influence literary themes, using war poetry as an example. ; Discuss with examples. (Ref: 64)",English
Shakespeare’s history plays often reflect the political issues of his time. : Refer to the chart above. (Ref: 2),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Explain briefly. (Ref: 96)",History
"Punctuate the following sentence correctly: although it was raining we went outside. , Discuss with examples. (Ref: 60)",English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; How do we use this in real life? (Ref: 96),History
Describe the difference between potential and kinetic energy. ? How do we use this in real life? (Ref: 66),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. . How do we use this in real life? (Ref: 31),Maths
"Water boils at 100°C under normal atmospheric pressure. Explain why this happens. , Explain briefly. (Ref: 82)",Science
"Atoms are the basic building blocks of matter. , Discuss with examples. (Ref: 28)",Science
Punctuate the following sentence correctly: although it was raining we went outside. ; Discuss with examples. (Ref: 82),English
"Punctuate the following sentence correctly: although it was raining we went outside. , Refer to the chart above. (Ref: 91)",English
"Discuss how historical events influence literary themes, using war poetry as an example. ? Refer to the chart above. (Ref: 33)",English
The process of evolution explains how species change over time through natural selection. ? How do we use this in real life? (Ref: 55),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. ; Why is this important? (Ref: 68),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Discuss with examples. (Ref: 40),History
"Punctuate the following sentence correctly: although it was raining we went outside. , How do we use this in real life? (Ref: 25)",English
Shakespeare’s history plays often reflect the political issues of his time. . Refer to the chart above. (Ref: 62),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : Why is this important? (Ref: 83),Maths
Speed is calculated by dividing distance by time. . Discuss with examples. (Ref: 35),Science
The process of evolution explains how species change over time through natural selection. . Refer to the chart above. (Ref: 16),Science
Speed is calculated by dividing distance by time. . Explain briefly. (Ref: 30),Science
The metaphor in this poem represents the fleeting nature of time. : Why is this important? (Ref: 22),English
"Speed is calculated by dividing distance by time. , Include key facts. (Ref: 84)",Science
The metaphor in this poem represents the fleeting nature of time. : Explain briefly. (Ref: 34),English
The Industrial Revolution began in the late 18th century and transformed societies. ; Discuss with examples. (Ref: 77),History
Identify the main theme of the story and explain its significance. ? Explain briefly. (Ref: 37),English
Shakespeare’s history plays often reflect the political issues of his time. . Explain briefly. (Ref: 29),English
Graph the rate of a chemical reaction over time and explain the curve. . Explain briefly. (Ref: 42),Maths
Explain the causes and effects of World War I. ? Include key facts. (Ref: 10),History
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Why is this important? (Ref: 94)",History
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Include key facts. (Ref: 14)",History
Punctuate the following sentence correctly: although it was raining we went outside. : Why is this important? (Ref: 21),English
"Punctuate the following sentence correctly: although it was raining we went outside. , Explain briefly. (Ref: 11)",English
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Refer to the chart above. (Ref: 68),Maths
The process of evolution explains how species change over time through natural selection. . Discuss with examples. (Ref: 77),Science
Identify the main theme of the story and explain its significance. : Refer to the chart above. (Ref: 21),English
Punctuate the following sentence correctly: although it was raining we went outside. ; Refer to the chart above. (Ref: 2),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; Discuss with examples. (Ref: 82),Maths
Use historical context to interpret the meaning of the speech in the given text. ; How do we use this in real life? (Ref: 38),English
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , Discuss with examples. (Ref: 97)",Science
Identify the main theme of the story and explain its significance. ; Include key facts. (Ref: 69),English
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Explain briefly. (Ref: 28),Science
The metaphor in this poem represents the fleeting nature of time. . Refer to the chart above. (Ref: 16),English
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . Include key facts. (Ref: 15),Science
The metaphor in this poem represents the fleeting nature of time. ? Include key facts. (Ref: 67),English
The process of evolution explains how species change over time through natural selection. ; Discuss with examples. (Ref: 71),Science
A linear equation is an equation between two variables that gives a straight line when plotted. : Refer to the chart above. (Ref: 100),Maths
Describe the difference between potential and kinetic energy. . Why is this important? (Ref: 57),Science
"A linear equation is an equation between two variables that gives a straight line when plotted. , Why is this important? (Ref: 41)",Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Explain briefly. (Ref: 66),History
"Explain the causes and effects of World War I. , Why is this important? (Ref: 34)",History
Punctuate the following sentence correctly: although it was raining we went outside. ? Explain briefly. (Ref: 49),English
Use historical context to interpret the meaning of the speech in the given text. : How do we use this in real life? (Ref: 58),English
Photosynthesis is the process by which green plants create food using sunlight. ; Discuss with examples. (Ref: 59),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? How do we use this in real life? (Ref: 14),History
"The Industrial Revolution began in the late 18th century and transformed societies. , How do we use this in real life? (Ref: 91)",History
Explain the causes and effects of World War I. : Discuss with examples. (Ref: 58),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Why is this important? (Ref: 49),History
Graph the rate of a chemical reaction over time and explain the curve. : Explain briefly. (Ref: 30),Maths
Shakespeare’s history plays often reflect the political issues of his time. ? Include key facts. (Ref: 52),English
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 33)",History
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. ? Discuss with examples. (Ref: 59),Science
The Industrial Revolution began in the late 18th century and transformed societies. : Include key facts. (Ref: 43),History
Newton's First Law states that an object in motion stays in motion unless acted upon by a force. . Refer to the chart above. (Ref: 18),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. . How do we use this in real life? (Ref: 30),Science
Graph the rate of a chemical reaction over time and explain the curve. . How do we use this in real life? (Ref: 14),Maths
Punctuate the following sentence correctly: although it was raining we went outside. . Include key facts. (Ref: 27),English
Explain the causes and effects of World War I. : Include key facts. (Ref: 62),History
Punctuate the following sentence correctly: although it was raining we went outside. ; Include key facts. (Ref: 73),English
Atoms are the basic building blocks of matter. ; Refer to the chart above. (Ref: 15),Science
Explain the causes and effects of World War I. : Include key facts. (Ref: 52),History
Photosynthesis is the process by which green plants create food using sunlight. ? Refer to the chart above. (Ref: 33),Science
Solve for x: 2x + 3 = 11. : Include key facts. (Ref: 66),Maths
Identify the main theme of the story and explain its significance. ? Refer to the chart above. (Ref: 17),English
"Describe the difference between potential and kinetic energy. , Explain briefly. (Ref: 57)",Science
"Punctuate the following sentence correctly: although it was raining we went outside. , Refer to the chart above. (Ref: 43)",English
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Explain briefly. (Ref: 59),Maths
The periodic table is organized by increasing atomic number. ? Refer to the chart above. (Ref: 50),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. . Refer to the chart above. (Ref: 7),Maths
Identify the main theme of the story and explain its significance. ; Refer to the chart above. (Ref: 43),English
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. . Discuss with examples. (Ref: 64),Maths
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ; How do we use this in real life? (Ref: 24),Maths
Atoms bond to form molecules by sharing or transferring electrons. : Include key facts. (Ref: 64),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. : Refer to the chart above. (Ref: 61),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. : How do we use this in real life? (Ref: 48),Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Why is this important? (Ref: 3),History
The periodic table is organized by increasing atomic number. ? Include key facts. (Ref: 28),Science
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Explain briefly. (Ref: 73),Maths
The Industrial Revolution began in the late 18th century and transformed societies. ? Refer to the chart above. (Ref: 35),History
The Industrial Revolution began in the late 18th century and transformed societies. ; Include key facts. (Ref: 2),History
The Industrial Revolution began in the late 18th century and transformed societies. ; How do we use this in real life? (Ref: 33),History
Describe the difference between potential and kinetic energy. . How do we use this in real life? (Ref: 58),Science
An acid reacts with a base to produce salt and water. This is called a neutralization reaction. : Include key facts. (Ref: 90),Science
Calculate the growth rate of bacteria in a lab experiment using exponential functions. . Discuss with examples. (Ref: 19),Maths
Use historical context to interpret the meaning of the speech in the given text. ? Why is this important? (Ref: 95),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? How do we use this in real life? (Ref: 32),History
Use historical context to interpret the meaning of the speech in the given text. ? Discuss with examples. (Ref: 8),English
Photosynthesis is the process by which green plants create food using sunlight. : Explain briefly. (Ref: 63),Science
Explain the causes and effects of World War I. ? Discuss with examples. (Ref: 66),History
Atoms are the basic building blocks of matter. : Explain briefly. (Ref: 45),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Refer to the chart above. (Ref: 13),History
The periodic table is organized by increasing atomic number. . Include key facts. (Ref: 38),Science
Solve for x: 2x + 3 = 11. ? Why is this important? (Ref: 51),Maths
Identify the main theme of the story and explain its significance. : Explain briefly. (Ref: 89),English
Ancient civilizations like Mesopotamia contributed greatly to writing systems. . Include key facts. (Ref: 72),History
Identify the main theme of the story and explain its significance. ? Why is this important? (Ref: 49),English
The metaphor in this poem represents the fleeting nature of time. ; How do we use this in real life? (Ref: 29),English
Atoms bond to form molecules by sharing or transferring electrons. : Refer to the chart above. (Ref: 40),Science
"Discuss how historical events influence literary themes, using war poetry as an example. ? Discuss with examples. (Ref: 45)",English
The Industrial Revolution began in the late 18th century and transformed societies. ? Explain briefly. (Ref: 79),History
A linear equation is an equation between two variables that gives a straight line when plotted. : Explain briefly. (Ref: 13),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ; Refer to the chart above. (Ref: 82),Maths
Solve for x: 2x + 3 = 11. . Discuss with examples. (Ref: 15),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. : Discuss with examples. (Ref: 51),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ? How do we use this in real life? (Ref: 96),Maths
Atoms are the basic building blocks of matter. . Refer to the chart above. (Ref: 5),Science
The Industrial Revolution began in the late 18th century and transformed societies. ; How do we use this in real life? (Ref: 90),History
Explain the causes and effects of World War I. : Refer to the chart above. (Ref: 39),History
"The Industrial Revolution began in the late 18th century and transformed societies. , Include key facts. (Ref: 23)",History
Speed is calculated by dividing distance by time. : Refer to the chart above. (Ref: 8),Science
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? Why is this important? (Ref: 15),Maths
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. : Include key facts. (Ref: 7),Science
Solve for x: 2x + 3 = 11. . How do we use this in real life? (Ref: 13),Maths
The process of evolution explains how species change over time through natural selection. ; Include key facts. (Ref: 19),Science
Water boils at 100°C under normal atmospheric pressure. Explain why this happens. ; Refer to the chart above. (Ref: 68),Science
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Include key facts. (Ref: 70),History
Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. ? Explain briefly. (Ref: 4),Maths
The Industrial Revolution began in the late 18th century and transformed societies. . Discuss with examples. (Ref: 63),History
Explain the causes and effects of World War I. ? Why is this important? (Ref: 56),History
The Industrial Revolution began in the late 18th century and transformed societies. . Explain briefly. (Ref: 17),History
Explain the causes and effects of World War I. ? Discuss with examples. (Ref: 3),History
The periodic table is organized by increasing atomic number. ? How do we use this in real life? (Ref: 81),Science
Graph the rate of a chemical reaction over time and explain the curve. ; How do we use this in real life? (Ref: 56),Maths
The process of evolution explains how species change over time through natural selection. ? Why is this important? (Ref: 45),Science
Explain the causes and effects of World War I. ; Why is this important? (Ref: 84),History
"Use the formula F = ma to calculate the force when mass is 10kg and acceleration is 2m/s^2. , Why is this important? (Ref: 59)",Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. : Include key facts. (Ref: 24),Maths
"The Industrial Revolution began in the late 18th century and transformed societies. , Why is this important? (Ref: 36)",History
Explain the causes and effects of World War I. ; Discuss with examples. (Ref: 65),History
"Atoms are the basic building blocks of matter. , How do we use this in real life? (Ref: 39)",Science
"Newton's First Law states that an object in motion stays in motion unless acted upon by a force. , Explain briefly. (Ref: 5)",Science
"Discuss how historical events influence literary themes, using war poetry as an example. ; How do we use this in real life? (Ref: 24)",English
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Include key facts. (Ref: 13),Maths
"Graph the rate of a chemical reaction over time and explain the curve. , Discuss with examples. (Ref: 63)",Maths
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Discuss with examples. (Ref: 81),History
Solve for x: 2x + 3 = 11. ? Why is this important? (Ref: 38),Maths
"The metaphor in this poem represents the fleeting nature of time. , Explain briefly. (Ref: 57)",English
Photosynthesis is the process by which green plants create food using sunlight. . Refer to the chart above. (Ref: 34),Science
Identify the main theme of the story and explain its significance. . Why is this important? (Ref: 31),English
Explain the causes and effects of World War I. . Why is this important? (Ref: 12),History
Punctuate the following sentence correctly: although it was raining we went outside. . Explain briefly. (Ref: 3),English
"Describe the difference between potential and kinetic energy. , Include key facts. (Ref: 32)",Science
Use historical context to interpret the meaning of the speech in the given text. . Discuss with examples. (Ref: 53),English
Explain the causes and effects of World War I. : Explain briefly. (Ref: 95),History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ; Include key facts. (Ref: 97),History
Shakespeare’s history plays often reflect the political issues of his time. ; Include key facts. (Ref: 53),English
Explain the function of mitochondria in a cell. ? Refer to the chart above. (Ref: 30),Science
The metaphor in this poem represents the fleeting nature of time. : Explain briefly. (Ref: 15),English
The Industrial Revolution began in the late 18th century and transformed societies. ? Include key facts. (Ref: 81),History
Punctuate the following sentence correctly: although it was raining we went outside. : Include key facts. (Ref: 93),English
Use historical context to interpret the meaning of the speech in the given text. . Refer to the chart above. (Ref: 86),English
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Discuss with examples. (Ref: 32)",History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. ? Include key facts. (Ref: 91),History
"Graph the rate of a chemical reaction over time and explain the curve. , Explain briefly. (Ref: 96)",Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ; Discuss with examples. (Ref: 48),Maths
"Graph the rate of a chemical reaction over time and explain the curve. , Discuss with examples. (Ref: 96)",Maths
Calculate the growth rate of bacteria in a lab experiment using exponential functions. ? Why is this important? (Ref: 24),Maths
Atoms bond to form molecules by sharing or transferring electrons. : Discuss with examples. (Ref: 26),Science
"Atoms bond to form molecules by sharing or transferring electrons. , Why is this important? (Ref: 2)",Science
Graph the rate of a chemical reaction over time and explain the curve. : Explain briefly. (Ref: 8),Maths
The area of a circle is given by πr^2. Calculate the area when r = 5. ? Explain briefly. (Ref: 59),Maths
"Shakespeare’s history plays often reflect the political issues of his time. , Why is this important? (Ref: 63)",English
Atoms bond to form molecules by sharing or transferring electrons. ; Why is this important? (Ref: 91),Science
"Ancient civilizations like Mesopotamia contributed greatly to writing systems. , Explain briefly. (Ref: 2)",History
Ancient civilizations like Mesopotamia contributed greatly to writing systems. : Discuss with examples. (Ref: 51),History
